distanceX,distanceY,nbCities,nbDepot,nbTrips,nbCombined,maxPercentageCombined,maxfolderOfTimeSlotUnit,startHorizon(minute),endHorizon(minute),maxDriveTime(minute),maxWorkTime(Minute),VehicleFixedCost,DriverFixedCost,idleCostVehiclePerMinute,idleCostDriverPerMinute,costPerChange
90,90,3,2,50,5,0.25,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,50,5,0.25,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,50,5,0.25,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,50,5,0.25,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,50,5,0.25,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,50,5,0.25,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,50,5,0.25,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,0,0,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,80,5,0.25,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,0,0,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,100,5,0.25,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,0,0,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,120,5,0.25,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,0,0,6,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,0,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,1,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,2,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,3,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,4,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,5,0,1440,540,720,100000,4000,20,1,30
90,90,3,2,150,5,0.25,6,0,1440,540,720,100000,4000,20,1,30
