distanceX,distanceY,nbCities,nbDepot,nbTrips,nbCombined,maxPercentageCombined,maxfolderOfTimeSlotUnit,startHorizon(minute),endHorizon(minute),maxDriveTime(minute),maxWorkTime(Minute),VehicleFixedCost,DriverFixedCost,idleCostVehiclePerMinute,idleCostDriverPerMinute,costPerChange
180,180,5,2,240,5,0.03,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.03,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.08,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.15,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,240,5,0.25,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.03,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.08,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,0,0.15,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,300,5,0.25,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.03,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.08,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,0,0.15,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,360,5,0.25,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.03,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.08,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,0,0.15,6,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,0,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,1,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,2,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,3,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,4,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,5,0,4320,540,720,100000,4000,20,1,30
180,180,5,2,450,5,0.25,6,0,4320,540,720,100000,4000,20,1,30
